source,target
castul56,AnasofiSan
ngtovar,lanaya947
lufranlou,UP_Colombia
Fran_Perilla,subcantante
Di_Aprile,judoming
NickyTorres182,IanSchnaida
juanbduque,LuchoJacobsen
Fran_Perilla,subcantante
elijolapaz,luisfebarrera
soy_invisible_e,Soycentral4
koskita,UP_Colombia
PaulaNiviaDiaz,ManoloCardona
LuzStRodriguez,ErikaSalamanca
alepach02,natiibedoya
NickyTorres182,JulioLozanoB
clarariosa,PorTunjaGabriel
Ema_Ortiiz,mtwramirez
reneayalab,Samile116
maurocampillo11,RICOGabriel
paulavega27,nadimcomics
KamalJosAmayaCa,AntonioSanguino
CesarSerpa,Nathastefa24
JairoArvalo,angelamrobledo
rockhans,UP_Colombia
serbogalb,Nathastefa24
lufranlou,UP_Colombia
iLauraSanchezD,notasingledamnf
MarlusSalguero,UP_Colombia
Iglesia_Cristo_,subcantante
kikeceem,notasingledamnf
lufranlou,UP_Colombia
PoloJoven,narizam28
ChristianLM2000,Rozozam
OmarDittaDz,yesyes1000
JoseEHinestroza,ColombiaPetro18
embete55,GuiliamVilasco
ehernandezd,GustavoBolivar
clarariosa,OlaPolitica
claudio_tr,piedadcordoba
DomenikoModugno,Schonen_Blauen
Iglesia_Cristo_,IanSchnaida
Deiiblank,MCarolinaHoyosT
dordonez191,MCarolinaHoyosT
chepmina,Team_AntiRojos
margaragram,CLozanoAcosta
Pipe_Granada,Pipe_Granada
LuisEdo58747,soyjuanctorres
AndreinadelR,UP_Colombia
ArcoDeLuna,HablaCarolina
CesarSerpa,18de_cada10
maiger1,ClaraLopezObre
john02cardenal,lupachoguerra
darcyquinnr,luisfelipehenao
Iglesia_Cristo_,Tuiteretera
PEspain00,Team_AntiRojos
Robledoed,juanpasote12
JoseEHinestroza,somosjovenespro
MarlusSalguero,lupachoguerra
irmasegural,jairohg
EimarCaraba,GustavoBolivar
ComercolSG,fcallejas1
JoseEHinestroza,marchapatriota
juanadarco1,soyjuanctorres
AndresR00759,MargaritaRepo
Pazsiana,TaniaGonzalezPs
elianariverap,manuelsorzano
JORGELUISUTRIA,SenadorEdinson
josevizca27,natiibedoya
RRL_36,Team_AntiRojos
CeciliaAgamez,GuillermoArcost
Iglesia_Cristo_,JERobledo
gjgrodriguez,marchapatriota
luzhsalazarl,EfrainCepeda
AmparoOrtegab,juanjo311
EliasUsuga,juanjo311
GeosalcedoP,fzciudadana
GeosalcedoP,mrafael70
MarianaH1108,todoalnatural
Monajaneth,natiibedoya
DiegoVar64,Marianiniecheve
caranvela,elpezquefuma
Migenio1018,natiibedoya
elianariverap,LuchoJacobsen
elipaocas,PaulaBateman
polocho03,Vicme100
ChristianLM2000,JadrianaEsparza
OPEROMANO,Alonso2005
michisilvac,YamilMedinaa
jorgesinindifer,UP_Colombia
LaCaroTrina,Nathastefa24
PAISAJITO,natiibedoya
Kiub,AntanasMockus
satalero,judoming
parcear,UP_Colombia
juanjospinad,NicolasGalindo_
aoviedo64,MargaraOrtiz66
JosefinGarciah,Team_AntiRojos
Miguel_Mondrag,rogomezc
luzm_martinez,MOinternationa
luchoalejotr,angelamrobledo
Castillo_Sol_,hincapiesimon
luzmariazasu,natiibedoya
amvr1234,Team_AntiRojos
oscarperdomon,Catalizate
Mig_Mat,Mig_Mat
EVECHARRASQUIEL,mrafael70
APCASTELL,LaDeLasFrutas
yoleidisaltamar,JERobledo
LUCIA53,judoming
Quijada_Cruz,Alonso2005
magysanchezh,alfonsoprada
Laurita2329,NicolasGalindo_
kike_cortina,Team_AntiRojos
neydarosah,luisrafael2
ftovittov,UP_Colombia
PosadasdeAMIGOS,rolandoteleSUR
lufranlou,UP_Colombia
faicy_perez,MargaritaRepo
jhonjaime1971,RosaMariaCorcho
EmiliaBogota,GNavasTalero
JoseEHinestroza,lopezjosedaniel
davisosky,AnasofiSan
Alepillasanchez,UP_Colombia
elfara220861,Alonso2005
Donjuanladino,subcantante
kanaruaizawa16,Tuiteretera
ivomarcelino,Team_AntiRojos
luchoceliscnai,marchapatriota
PRONCH1,Team_AntiRojos
kanaruaizawa16,AidaAvellaE
neydarosah,piedadcordoba
angelamazuera05,narizam28
bloqueamamertos,MOinternationa
PAISAJITO,MargaritaRepo
ferrer_augusto,angelamrobledo
rvalderrama10,MargaritaRepo
De_Vino_tinto,BARAHONADT
GinaRuzR,UP_Colombia
ShirleyAlonsov,The_Tuitero
vicvasquez65,JERobledo
Neyla1955,soyjuanctorres
manuelvillegs,Duquesaleja
JovannaCatano,mrafael70
karolrodrigzz,MONYDIAADIA
yolandasegrera,emaropi
ShirleyAlonsov,The_Tuitero
Klich001,juanjo311
YarimeLobo,sweetredbird
ancrislon,soyjuanctorres
PalabraPatria,rebe99
marcycarbonell,Team_AntiRojos
mrzea128,Rozozam
kanaruaizawa16,MartinSantosR
camilo5780,judoming
giovannigutie14,natiibedoya
kanaruaizawa16,LuchoJacobsen
marcycarbonell,Team_AntiRojos
elipaocas,mjrincond
Carolinagoe,sweetredbird
MaryGarciaBrav,CensatAguaViva
ViviAlejandraB,UP_Colombia
sergiodigra,luisfelipehenao
luzmariazasu,MargaritaRepo
manuelvillegs,LuisFdoAlarconU
patricita5758,Alonso2005
ramirosuarezp,LuisFdoAlarconU
barberoloco1,MargaritaRepo
barreragranados,marchapatriota
jmgaitantorres,ANZORC1
gusmontenegro,camiloromero
marcelworld,subcantante
Laurent_CG,actuallyCR
ngtovar,Nathastefa24
LauraRico16,Salamac
AndrewLetsGo,todoalnatural
puerta_noel,MargaritaRepo
gusmontenegro,marthaceballo13
MaisDireita,Team_AntiRojos
AnnaMassall,Mig_Mat
rolandoteleSUR,PosadasdeAMIGOS
PedroNio13,NicOcampo20
CharliiDjs,455angelo
santobias19,judoming
happychildren26,luisfelipehenao
majojeroale,MartinSantosR
doraligia,viverosaguilar
Club_Liguria,FISRemo
polocho03,natiibedoya
luzmariazasu,Rozozam
mantillac18,mamanomeleas
aethcolombia,ColombiaDiversa
mrjuanma,SaraZuluagaJ
FVicentePrieto,piedadcordoba
ktina_mejia,natiibedoya
SierraCarlos33,somosjovenespro
cenriquelozano,IanSchnaida
happychildren26,HOLLMANMORRIS
alfonsoath,BloggerPensador
sinjulian,GNavasTalero
karolrodrigzz,Karogomez_
RubenNeira21,MargaritaRepo
carlosochanla88,piedadcordoba
freyes1960,cgtcolombia1
Andresfcd8,subcantante
VozNaturaleza,julianagalvis
Andresss2308,LuchyRamirez01
germancorrea3g2,JuanPabloGallo
NeisyG_007,Martinez__MIRA
Lorena_Cantor,AmericanosFiel
CesarSerpa,hayquejoderseno
gusmontenegro,cesarvalenciamo
jorhepero,UP_Colombia
HRCHF,UP_Colombia
LinithaCore_Lyn,dolldechocolate
angelamazuera05,UP_Colombia
TorreCavallaro,AidaAvellaE
ngelDamin2,MargaritaRepo
yolo6,mtwramirez
DiegoVar64,MartinSantosR
tafurel,piedadcordoba
jomez32,StefaVasquez
eli_zuleta,StefaVasquez
mcarogv,StefaVasquez
aoviedo64,ghitis
CesarSerpa,JuanDiegoSoyYo
MarcelaRojas6,EfrainCepeda
olallapin,IzaskunBilbaoB
CamacaroMa,Contramassmedia
alepach02,MargaritaRepo
Camilareinales,GustavoBolivar
CandyMendo,manialolita
eli_zuleta,StefaVasquez
ali_aguino,CarlosCarrilloA
erickforero,judoming
mvicenteriveros,judoming
yolo6,NelsonGonzalezS
Neyla1955,jnn59
alepach02,Rozozam
JeenJimenez,UP_Colombia
Pastorospina,natiibedoya
DavidLopez99,UP_Colombia
podem_cat,ErikaTorregrosa
hegar1951,Alonso2005
JulioEliasVidal,partidodelaucol
Dagolindo1,juank4455
FernandezMJP,narizam28
NormaVeraSa,Luismiguelcotes
Andre_ina1,JEAM_79v2
21osorio,jnn59
Dagolindo1,InformateTV
andrespeperalta,UP_Colombia
antoniointhebox,DrWilfredoBello
AlejaCabreraP,JERobledo
Bloqueable,Pipe_Granada
Hennypocahontas,UP_Colombia
rirestrepo,edisonburbanoCM
Dagolindo1,JeferOficial
CarlosJ4R,DePacotilla
sierrajhon2001,Nathastefa24
JoseEHinestroza,jepetru
kelin_1h,drcata
olgain59,LuchyRamirez01
Datenciag,DePacotilla
ContraGodarria,UP_Colombia
caos07,FredyGaviria
Salvador_Sanche,marcelworld
anibalmorillo1,rolandoteleSUR
danizonperez,JuanKarloslos
dumasaljure,CamiVar8
ali_aguino,LuchoJacobsen
JamesNach,MargaritaRepo
Fangirl_Juanis,santiagocastac
gusmontenegro,TrinoYQue
lpinzonb,nananoguera1
JazminBarragann,vwyeth
CristianDavid_7,UP_Colombia
Datenciag,DePacotilla
MechiSanti,PlataformaALTO
luzelenayali,ghitis
Marucha472,DePacotilla
JoseEHinestroza,Nathastefa24
yraro,Salamac
richovillalba,UP_Colombia
YoCreoEnLaPaz,GermanMedinaSc
Tw_Sand,ghitis
Salvador_Sanche,KTcabrera
inquilino_movi,piedadcordoba
_MiguelHuertas,UP_Colombia
jairoangarita,ClaraLopezObre
dario_7609,judoming
remaleja,luisedocalle
faccionlatina,LINDACRIOLLO
MARATON10,UP_Colombia
akela1000,ClaudiaLopez
gio_alex_to,rebe99
johanarojascala,MartinSantosR
Moragahector,UP_Colombia
MaritzaTobonR,RaymondChambers
JazminBarragann,SILVIAJ14
KarenAhumadao,mas_Keil
egurcabogado,natiibedoya
Laurent_CG,todoalnatural
jorgearango008,natiibedoya
hmberents,rkrystalli
NicolleSolano9,ColombiaDiversa
DianaVelasquezB,DePacotilla
luzmarina_jm,CHICACERETE
johanarojascala,Marce_Rocah
puerta_noel,MargaritaRepo
rubendcarrillo,LuchyRamirez01
paorkaa,TrinoYQue
PartidoLiberal,SenadorEdinson
rmcalderonj,todoalnatural
andresrp0421,natiibedoya
orlandosalor,natiibedoya
johanarojascala,MartinSantosR
Judith_687,Alonso2005
larosa555,nadimcomics
manuelcristoba4,notipaco
Laurent_CG,mamanomeleas
tefagc,CangrejoPerez
JUVIDGAR,Diego_Andrews
ferkamu,Policyoftruth_
PaulaMesc1,camilaburgosl96
diegomejianavar,diegomejianavar
johanarojascala,LSanchezAndres
AidaAvellaE,UP_Colombia
offrayLC,UP_Colombia
Daniel_Espanool,ClaudiaLopez
jaimej1941,angelamrobledo
Laurent_CG,mtwramirez
UtopiaABorrero,alejaoficial
InformateTV,JeferOficial
johanarojascala,MartinSantosR
racargil,josemarinogr
lafuentejavi,rozomilo
polocho03,MargaritaRepo
CharliiDjs,mamanomeleas
ContraGodarria,Paticordoba
AleKstC,TrinoYQue
_fego,Caroja83
bryancardozo7,Paticordoba
oslopego,UP_Colombia
abogadosase11,MargaritaRepo
JEvaristoX,marchapatriota
cesar_garcia_nt,ClaraLopezObre
jamejiagut,juanjo311
YisuzG,bettycriticona
Mig_Mat,Mig_Mat
AbelCarrascot,todolotico
Laurent_CG,marchapatriota
DiegoNicolasSV,UP_Colombia
gustavovitamina,ambienteysoc
FT_Col,Paticordoba
AlejandraMora98,GustavoBolivar
racargil,josemarinogr
caos07,JCastillaO
yennigarcia11,Nathastefa24
wilytc1,JEAM_79v2
david73f,Nathastefa24
PC_Ecu,Marion1871
jehinestroza,MOinternationa
EliasBarrios3,icultur_Bolivar
edisabela1,piedadcordoba
danihriverac,ClaraLopezObre
alegandica,Team_AntiRojos
camilo_rochat,UP_Colombia
racargil,josemarinogr
oscara0516,soyjuanctorres
andresfrancor,JERobledo
mileduk,jovenesporelSI
callanan_bob,inseptumlucidum
Pablochuckles,gbustos1979
leonargomez0621,gjmoralesgodin
valcorrosa,ClaraEOspinaG
Laurent_CG,IanSchnaida
racargil,josemarinogr
PAOZULUAGAG,altereddie
sheiklahs,DePacotilla
lupaseluc,Team_AntiRojos
Hernandez__A,juan_camilo797
angelicarin8,HOLLMANMORRIS
emauricio21,marchapatriota
SebazMartinz,mamanomeleas
richargrana2,mamanomeleas
_julianhg_,MargaritaRepo
juanlmera,Marion1871
OspinaACCION13,HOLLMANMORRIS
llennin05,jphenaolondono
Hitzuki_,rebe99
LuisEdOviedo,martalorrantia
crimavar1,UP_Colombia
gustavovitamina,cheocardenasok
Pablochuckles,mao7921
Hitzuki_,UP_Colombia
aoviedo64,PachoSantosC
aacevedof,Paticordoba
alejosuarez8720,MarioGreen
aleinadbr,UP_Colombia
davisosky,AleAbuchaibe
JuanaCvjl,ClaudiaLopez
gustavovitamina,PAZSICOLOMBIA
arladarroyo,Cristyrh07
SusanaGarzon3,MargaritaRepo
AidaCantilo,Mig_Mat
Hitzuki_,OscarASaavedra
LiloPadilla,mrafael70
JEvaristoX,Paticordoba
luisamunozh,Caidadelatorre
dvmlargeanimal,JERobledo
tragaentero,JuanDiegoSoyYo
angel_bonita00,piedadcordoba
MiP11,DePacotilla
ComercolSG,angelamrobledo
davisosky,JoseLuisBERT
marciapedraza,RedPazJoven
paco_aledo,TaniaGonzalezPs
afchavarriac,AleAbuchaibe
gustavovitamina,GStephaniezg17
ContraGodarria,piedadcordoba
anaoltra72,MariaisaChavez
jriquettb,drcata
lumicaso,DePacotilla
caos07,oscaralarconc
jaimico30,cmbustamante
eiderorozco,ClaraLuzRoldan
NeisyG_007,mrafael70
damatoalfonso,juanjo311
sebastian9206,DePacotilla
ReneBSG,mauriciohenao
JoseEHinestroza,pluralcolombia
JoaquinSerge,melimoralesdm
cargobri,MargaritaRepo
ktina_mejia,juanjo311
AleMacii,natiibedoya
anibalac07,piedadcordoba
MEugeni97904872,ierrejon
valen18741,ErikaRiscanevo
bryancardozo7,GStephaniezg17
ClauPallarest,SILVIAJ14
CeliaCruzZuiga1,PachoSantosC
Jatria05,cmbustamante
NatoRojoRebelde,RICOGabriel
Ferney_AmayaG,IanSchnaida
NeisyG_007,Nathastefa24
LeninMashi,Marion1871
arladarroyo,soyjuanctorres
MagsSinclair,yoelches
pvmx24,pvmx24
sabarita,Alonso2005
jorpancas,LaDeLasFrutas
santobias19,juanjo311
pedrotebas,PachoSantosC
LaCaroTrina,Paticordoba
carlosandres06_,carlosandres06_
KarlaVillalbaO,GustavoBolivar
CalbertCogollo,GustavoBolivar
AngieMArboleda,Karogomez_
CesarPuello9,UP_Colombia
JoaquinSerge,SilvaJAndres
juanequijano,cmbustamante
tragaentero,hayquejoderseno
NeisyG_007,AlejaQuintana05
jaimeiribarren,DePacotilla
mcarogv,PachoSantosC
eaisamak,Nathastefa24
palcasjorge,Rozozam
yimup,Toxicomano
davisosky,Paticordoba
Juanfer54416788,angelamrobledo
jcsofi24,cmbustamante
NeisyG_007,MartyDiaz2
elpo_jhon8,juanaafanador1
sebastian9206,marchapatriota
madari59,piedadcordoba
Andres_Gomez90,notasingledamnf
ElSiDeTodos,marchapatriota
Iglesia_Cristo_,notasingledamnf
ProgresistasTo,somosjovenespro
amparomeza,MmRafaela
InmaSanchez20,DavidMR07
marialejandrau,todoalnatural
Maria_LeonorP,ghitis
DanitzaAraujoP,Paticordoba
jairochl,StefaVasquez
juanchoabogado9,ColombiaDiversa
luchoalejotr,SenadorEdinson
LeonardoBeltrn,juanda_1996
pvelasquezr,MargaritaRepo
everthavg,MargaritaRepo
elizagomez150,Marion1871
arladarroyo,jnn59
EugenioPrieto,EugenioPrieto
amparomeza,josiasfiesco
Guzman_Arvey,jeitrog
silviofratini,juanjo311
espereranzaalar,anibalgd1
egurcabogado,MargaritaRepo
acerosandra,mclacouture
tuxnet,MalJugada
sigialan,betodurand
FLAKKOLOMBIA,MargaritaRepo
ewcr,Team_AntiRojos
NeisyG_007,GustavoBolivar
GamelinBas,Alonso2005
UP_Colombia,UP_Colombia
Maribel1905,natiibedoya
freakdklan,SilvaJAndres
kdea28,LucasCanasJ
ArturoIragorri,JUANMANUELPC6
gustavito97,FredyAnayaMar
arladarroyo,Cristyrh07
Joan_Se15,subcantante
versbogota,ClaudiaLopez
carllosRo,federicogomezla
lauraleidym1,alejaoficial
careco13,julianagalvis
mrzea128,NicolasGalindo_
thehorsehernan,MargaritaRepo
Iglesia_Cristo_,HOLLMANMORRIS
palcasjorge,MmRafaela
manuelc418,DePacotilla
lilimonge,CensatAguaViva
AnaiOrt,federicogomezla
EDUARDOBONILL11,NicolasGalindo_
jorgesinindifer,Mig_Mat
Masterenplastil,UP_Colombia
thenickquiroga,todoalnatural
WilmerCaicedoC,WilmerCaicedoC
NeisyG_007,gisselleapa
victori18828980,MartinSantosR
thenickquiroga,nacioconpelo
LabradorEduardo,cquinteromep
gustavito97,FredyAnayaMar
NathyTarazona,MCarolinaHoyosT
Jefermania,JeferOficial
Wiltheran,LuchoJacobsen
oso_piolet,notipaco
Jescobar87,katerinemua
acandileros,HOLLMANMORRIS
arladarroyo,Jorgebta
NeisyG_007,EstebanJArcila
emunarriz,rutenca
gustavito97,FredyAnayaMar
UP_Colombia,Anamara1310
antoniomcaceres,jealvarezb343
polocho03,JadrianaEsparza
AstridStamaria,Alva_Villarraga
JoseEHinestroza,fernandezlennin
AldiaSostenible,garjairo
ChinoJCV8,UP_Colombia
yaincruz,ErikaSalamanca
ChayanneJefer,JeferOficial
gesilanisimao1,juanjo311
menriquehdezvas,DePacotilla
rosaemiliamore3,Efrain_Blonder
marialaurnaga,piedadcordoba
jhonwick911,elsilvete
dianacgo,EugenioPrieto
wecher29,somosjovenespro
jorgepatino_m,Karogomez_
mariais2001,ClaudiaLopez
diegozaga,fjaviermejia
VioletaOrtizB,partidodelaucol
cerpal,JavierEnBogota
SusanaGarzon3,Rozozam
andy_romeroc,QuintinQuinter
nestorleobus,mgsfalcon
maria5paula_,GustavoBolivar
jeancarlos2201,The_Tuitero
gloheca71,galloogp7
luisa_modep,joalgoser
coxmixla,natiibedoya
ehernandezd,GustavoBolivar
medicocasti,Yudyruizolarte
gusangarita,MayMcCausland
AdrianaRT96,UP_Colombia
jaimej1941,ClaudiaLopez
teddyvillalba,CHICACERETE
davidb1729,DonLuisEduardo
jumaca2012,cmbustamante
BernardoTobon,MargaritaRepo
Cataliina_11,Caidadelatorre
JefersonMaluma,JeferOficial
mcarmona48,PlataformaALTO
ErnstoVga,OlaPolitica
SebSachica,pluralcolombia
Hitzuki_,angelamrobledo
CelsaPabon,Alonso2005
Marwhite01gmail,judoming
batileto_,_iBones
JuanKmiloGirald,JavierVarelaR25
higuera2866,LuchyRamirez01
WilsonSubiria,JLCastroCordoba
pepitoperez20,UP_Colombia
sergiocastropho,smoncadat
FranceskMolinaa,r_Montenegro
07259e9ad8b64e4,cmbustamante
Enrique41Garcia,LuchyRamirez01
Gina_VL,VargasAndre_
mariais2001,partidodelaucol
KARINAS59258061,todoalnatural
RubianitosWorld,JeferOficial
FUSEPFeliz,UP_Colombia
carmencitapra,Team_AntiRojos
JoseEHinestroza,UP_Colombia
NoticiasEnLaRe,NotiCartagena
coxmixla,MargaritaRepo
jess_9406,ronitoro7
Uber_Col,CristianRz11
wecher29,angelamrobledo
CAMELOEDGAR,cmbustamante
ElSiDeTodos,RosaMariaCorcho
DanielSastoque8,Anamara1310
victori18828980,angelamrobledo
DanielSastoque8,UP_Colombia
olguitap11,ONIC_Colombia
aribon86,Hugo1Norrea
dianapintoalv,DonLuisEduardo
marylicasale,LuchyRamirez01
YUENIKAU12,charoguerra
agarzonlo,agarzonlo
FranklyForense,fcallejas1
MovimientoMIRA,guillerminamira
tinmatinma,mclacouture
mariais2001,alejaoficial
LinithaCore_Lyn,KevinParraD
Hitzuki_,CarlosCarrilloA
dianasofia88,PlataformaALTO
victori18828980,ClaudiaLopez
cmroserolabbe,afro_candombera
mundomacondiano,Ainhat
MarroquinbPedro,Karogomez_
amparomeza,ThaniaVegaCD
mallerlyBN,santiagocastac
PenelopePas,piedadcordoba
dianasofia88,JuanOspinaV
MelukLeCuenta,alejaoficial
juliradiapaz,IvanCepedaCast
RiveraMarcelo20,jnn59
mrzea128,NicolasGalindo_
aidee121,jnn59
CrPalacio,CristianRz11
MovimientoMIRA,_JorgeMunoz
amparomeza,ThaniaVegaCD
AlePinilla,LuisVillarrealY
TeamJsRubiano,JeferOficial
JohanCastanedac,Selva__Natalia
LuchoTorrenegra,LinaMGutierrez
anitacolombia77,natiibedoya
ArchideVivaio,emanuelapatti
victori18828980,ClaudiaLopez
pricho197633,pricho197633
MARTINAMARIS,chillidogrito
Catica5482,narizam28
palcasjorge,PachoSantosC
zoonapolitikona,marchapatriota
MARTINAMARIS,CeciRod53
davisosky,ClaudiaLopez
Tropicaneando,marianneTorresB
canceriana2009,MargaritaRepo
nancyjpr,MartinSantosR
MiguelNeira13,piedadcordoba
FansMundialJS,JeferOficial
DANNIREINOSO94,alejaoficial
inseptumlucidum,UP_Colombia
YamilMedinaa,SalcedoRamos
monicabautistac,Fergicienta
Zakkoff,Berkeliana
jeannetta25,narizam28
migueramos,LaDeLasFrutas
SebasMinogueT,StefaVasquez
J_Juerfons,natiibedoya
silvia_J15,subcantante
MovimientoMIRA,OscrCastrillon
norysdelmar1,jealvarezb343
anitacolombia77,cmbustamante
amparomeza,ThaniaVegaCD
amparomeza,YAMBITARA
GloriaLunaa,OSFKasia
Funuvida,RosaMariaCorcho
felipegomezme,ClaudiaLopez
mundomacondiano,podemosmad
sumimo13,OscrCastrillon
mrzea128,NicolasGalindo_
ElSiDeTodos,Stelluchis
NeisyG_007,_JorgeMunoz
Leonardorres,miguegutierrezr
JOTAMANIACOS,JeferOficial
GarzonMegis334,CCCASANARE
wili_1013,andrebogotacol
GarzonMegis334,CCCASANARE
NeisyG_007,guillerminamira
ErikaFontalvo,OscrCastrillon
aoviedo64,nichin2701
fuderulc,Alejandra19R
Funuvida,AleAbuchaibe
MarcelaPerdomop,1Metodik
fuderulc,stefania20_jb
davisosky,angelamrobledo
NatisAngarita,cambellcol
Perly_Cordoba,marcha_guaviare
PC_Villa_Crespo,fjcarg
cmroserolabbe,afro_candombera
Dianititti,wolfie_1019
SalcedoRamos,SalcedoRamos
vtrianap,JuanDiegoSoyYo
luisyepesb,IanSchnaida
ngelDamin2,cmbustamante
DiosasSud,FREYAMODEL
abuelelsi,josiasfiesco
AngelicaMaria_C,subcantante
Funuvida,tatianaroaavend
william72422230,Alexoliverosg
FansJsRubiano,JeferOficial
EsperancitaUrib,UP_Colombia
luisism,JEAM_79v2
LAndreaMoreno,MargaritaRepo
mpgalazc,Carlos_Insunza
arnolmurillo,alejaoficial
JoseEHinestroza,ClaudiaLopez
camiloangulotav,kmmydiaz
anarkos59,cmbustamante
Magalte,notipaco
SebasMinogueT,UP_Colombia
luchoceliscnai,AntonioSanguino
pepitoperez20,piedadcordoba
juanimalito,SalcedoRamos
castorsimone19,RNMColombia
rivera_rodo,jnn59
aoviedo64,Montecristo9219
SebasMinogueT,lilondra
ARubioCampana,SalcedoRamos
JoseEHinestroza,coeuropa
slizana25,Berkeliana
krystejera,MerchanZuleta
FelipeSantos810,alejaoficial
davidLeonardo,NicolasGalindo_
ramondario66,angelamrobledo
Quovadis__,GStephaniezg17
Andreeaa_05,Juansoloescribe
FMCREM,narizam28
witchcraft70,ierrejon
Mayitoriveran,todoalnatural
orlandosalor,NicolasGalindo_
pachogonz712,CeciRod53
FLAKKOLOMBIA,natiibedoya
felipegomezme,Jorgebta
gerperarquitec,juanmanuelgalan
jazmiortiz24,MarceUrreaBal
linamunozavila,ambienteysoc
albertognzlzm,DePacotilla
RobertCorredorr,magarctica
carlosmon802,ThaniaVegaCD
HagameUn14,GustavoBolivar
Cejota93,UP_Colombia
jlopezbo,alejaoficial
UsoEdwin,XiniaNavarro
Gloria_kintero,NadyaPerea
castul56,UP_Colombia
NatoRojoRebelde,piedadcordoba
ramondario66,UP_Colombia
NIDIZU,YAMBITARA
Stelluchis,yuyu_guerrero
PerillaMora24,subcantante
PedrodeMoya,Selva__Natalia
victori18828980,ClaudiaLopez
IEQuintero,todoalnatural
UsoEdwin,KathyLambis
jorasoz,natiibedoya
ehernandezd,AntanasMockus
camargopico,GNavasTalero
javi_quique_OK,Paticordoba
EspejoEnBlanco,SCarrascalP
albertognzlzm,MichaelSkolnik
Camilapinedo_,Karogomez_
afLoverita,JORANDEST
UsoEdwin,GNavasTalero
PedrodeMoya,AnzolaDeToro
camilootalora,Ariasvilla
Ander_socialist,tatianaroaavend
villadeleyva,juanscelyg
manuelc418,UP_Colombia
sumimo13,_JorgeMunoz
fescarri,rebe99
progresistascol,SierraCarlos33
ACaballeroVides,guillerminamira
pachogonz712,judoming
sumimo13,guillerminamira
zoonapolitikona,UP_Colombia
luzmariazasu,LuchyRamirez01
noelc90,piedadcordoba
IGDUVAS83,UP_Colombia
FLAKKOLOMBIA,eydep04
QueDiosaOdiosa,GiordanoBrunoFi
ricardo_galaz,piedadcordoba
iangelmarchena,ClaudiaLopez
alonso_cuadrado,andersanchez32
MarcelaLucky,marchapatriota
CabrPalencia,GiordanoBrunoFi
KikeAltCast,DavidMR07
Oscarblancog,MisterTirado
rodrigoplazas20,DePacotilla
Hitzuki_,Daniela_RBD_
mildreddortiz,mujertejedora
paipilla_ivan,FredyAnayaMar
JOHNBOLIVARACOS,yesyes1000
SusanaGarzon3,juanjo311
villadeleyva,RosaMariaCorcho
psandresg,Yudyruizolarte
mildreddortiz,mujertejedora
Lordbyrongp,alejaoficial
_Laura_Dd,subcantante
mildreddortiz,mujertejedora
CintyaLerma,CAlejandroVilla
VERRI50,ThaniaVegaCD
Ander_socialist,UP_Colombia
JoseEHinestroza,LucasCanasJ
JSTRONGERSFC,JeferOficial
diegoalejandr68,LucasCanasJ
Luigycenteotl,UP_Colombia
gerpaezm,CHICACERETE
mariais2001,mangelortizsan
manuelcristoba4,LaDeLasFrutas
fescarri,GustavoBolivar
paracaida4,ErikaTorregrosa
LuisAlbertoMino,JhampiVega
andresbl1987,angelamrobledo
Lufema1972,soyjuanctorres
Ander_socialist,ColombiaDiversa
PolyVarsan,GNavasTalero
andresoquendos,mjoftalmo
mafesalazart,_JorgeMunoz
RosanneRelight,IUMadridRetiro
lilyortegaperez,Cubanoselmundo
manuelcristoba4,UP_Colombia
JOHNBOLIVARACOS,fernandezlennin
Briceidaca,lunadavid
kamri24,yesyes1000
mafesalazart,guillerminamira
MiguelMaestreS,gisselleapa
ElSiDeTodos,sebasromerof
LatamJsRubiano,JeferOficial
mafesalazart,OscrCastrillon
Ander_socialist,subcantante
DDeColombia,UP_Colombia
ojpardo,garciacpaula
zuluaga_paula,UP_Colombia
fefl340,MargaritaRepo
villadeleyva,Mig_Mat
Cejota93,altereddie
IrismarFernndez,Pura_Miel
zuluaga_paula,AlejaQuintana05
LinaITapiero,jfsalcedo10
C88Caesar,natiibedoya
SofiaLinars,ElPayanes
URIBISTA_1918,Schonen_Blauen
angelpenarand,FanyPachon
yo_cosmopolita,notasingledamnf
katerinbello,DanieelaM_S
pedrotebas,nichin2701
yesidamaya,juanpasote12
WilmyMP,piedadcordoba
barreragranados,UP_Colombia
balzac_ho,UP_Colombia
nomascorruptosc,DePacotilla
URIBISTA_1918,MONAURIBISTA
haroldmarulanda,cmbustamante
JotaImperio,JeferOficial
pabletemarmor,UP_Colombia
garethj0seph,AramBarra
CesarvcVice,subcantante
roywrodgers,AyaraCol
Soni_Ardila,subcantante
Anderson_Mir,Anderson_Mir
URIBISTA_1918,MONAURIBISTA
PROTELLANEU,LucasCanasJ
94lineCamila,OlaPolitica
HENRYFOREROJ,EfrainCepeda
Izquierda_Tuit,piedadcordoba
embaven_belice,piedadcordoba
JanyKaterine,fzciudadana
ElSiDeTodos,marchapatriota
xor_and_not,UP_Colombia
pieromaru,atahualpa2384
angelpenarand,patiitolaura
jmrr821,SalcedoRamos
cristinabedoya1,TrinoYQue
jeferdulcetes,JeferOficial
ramondario66,HOLLMANMORRIS
dumasaljure,GustavoBolivar
diego_2_12,JuanDiegoSoyYo
o_oDiego97,borjahcarlos
afsabagh,JavierEnBogota
